Internship_ID,Title,Company,Location,Education_Level,Skills_Required,Sector,Duration_Months,Stipend_Range,Mode,Application_Deadline,Industry,Job_Description,Benefits,Number_of_Openings
131,Internship 131,Company 131,Bangalore,M.Tech,"AI, NLP, Deep Learning",Education,4,15778-20976,Offline,2025-08-02,Tech,"This internship requires skills in C++, Project Management, Excel, Data Analysis, NLP and relevant experience.",Flexible Hours,9
132,Internship 132,Company 132,Mumbai,M.Tech,"ML, SQL, Communication",E-commerce,4,13968-42300,Hybrid,2025-07-03,Tech,"This internship requires skills in AI, ML, SQL, Deep Learning and relevant experience.",Networking,9
133,Internship 133,Company 133,Chennai,BBA,"Excel, Project Management, C++, JavaScript",AI,5,12962-38077,Hybrid,2025-05-04,Marketing,"This internship requires skills in AI, NLP, CSS, SEO and relevant experience.",Stipend,9
134,Internship 134,Company 134,Kolkata,B.Com,"SQL, Java",Design,1,15561-40066,Online,2025-03-03,Healthcare,"This internship requires skills in AI, HTML, UI/UX, Project Management, Communication and relevant experience.",Certificate,8
135,Internship 135,Company 135,Bangalore,B.Tech,"Finance, Python",Design,1,11139-42389,Online,2025-02-08,AI,"This internship requires skills in C++, SEO, Finance, UI/UX and relevant experience.",Certificate,9
136,Internship 136,Company 136,Kolkata,B.Com,"AI, Communication",Design,6,6531-26464,Hybrid,2025-03-02,Healthcare,"This internship requires skills in Deep Learning, Project Management, Java and relevant experience.",Stipend,3
137,Internship 137,Company 137,Kolkata,B.Com,"Python, SEO",Operations,2,15206-35075,Offline,2025-03-04,AI,"This internship requires skills in HTML, NLP, ML, SEO, Python and relevant experience.",Networking,8
138,Internship 138,Company 138,Bangalore,PhD,"Marketing, UI/UX, CSS, C++",Healthcare,2,19786-33957,Online,2025-03-14,AI,"This internship requires skills in Data Analysis, SQL, Java and relevant experience.",Certificate,7
139,Internship 139,Company 139,Hyderabad,B.Com,"Project Management, JavaScript, Excel, C++, Java",Marketing,3,16410-48786,Offline,2025-02-06,Finance,"This internship requires skills in UI/UX, Finance, C++, Project Management, Accounting and relevant experience.",Stipend,1
140,Internship 140,Company 140,Hyderabad,B.Com,"HTML, Accounting, SEO, Data Analysis, Finance",Technology,5,6819-20685,Online,2025-06-04,Education,"This internship requires skills in NLP, CSS and relevant experience.",Certificate,4
141,Internship 141,Company 141,Bangalore,M.Com,"JavaScript, ML, NLP, AI, C++",Technology,6,12099-43658,Offline,2025-04-09,Healthcare,"This internship requires skills in Data Analysis, SEO, Communication, AI and relevant experience.",Letter of Recommendation,8
142,Internship 142,Company 142,Kolkata,PhD,"Data Analysis, Python",Research,2,15488-38984,Hybrid,2025-06-07,Tech,"This internship requires skills in Data Analysis, NLP, Communication, C++ and relevant experience.",Flexible Hours,7
143,Internship 143,Company 143,Delhi,B.Tech,"Python, Excel",Research,3,13485-27589,Hybrid,2025-01-10,Tech,"This internship requires skills in Java, NLP, SQL, HTML and relevant experience.",Flexible Hours,3
144,Internship 144,Company 144,Pune,B.Tech,"ML, Marketing",Finance,4,11569-46392,Online,2025-04-07,Tech,"This internship requires skills in SQL, CSS and relevant experience.",Letter of Recommendation,6
145,Internship 145,Company 145,Hyderabad,B.Tech,"SQL, Python",Finance,1,5419-48691,Hybrid,2025-04-11,Tech,"This internship requires skills in SEO, Deep Learning, UI/UX and relevant experience.",Flexible Hours,7
146,Internship 146,Company 146,Kolkata,PhD,"C++, CSS",Marketing,5,6074-41403,Hybrid,2025-07-08,Finance,"This internship requires skills in Deep Learning, Communication, HTML, Excel, Finance and relevant experience.",Certificate,4
147,Internship 147,Company 147,Chennai,M.Tech,"Python, SEO, CSS, Communication, Excel",Technology,2,19421-37298,Online,2025-03-06,Healthcare,"This internship requires skills in Marketing, CSS, ML, Data Analysis and relevant experience.",Networking,7
148,Internship 148,Company 148,Bangalore,B.Com,"Project Management, Communication, JavaScript, C++",Healthcare,5,11479-42145,Offline,2025-01-17,Healthcare,"This internship requires skills in NLP, Project Management, Marketing, Deep Learning, ML and relevant experience.",Flexible Hours,5
149,Internship 149,Company 149,Delhi,MBA,"SQL, JavaScript, Marketing, Data Analysis",Education,1,12607-45252,Offline,2025-09-02,Tech,"This internship requires skills in Java, Accounting and relevant experience.",Networking,3
150,Internship 150,Company 150,Pune,PhD,"ML, Deep Learning, JavaScript, NLP, C++",Design,6,7708-48004,Offline,2025-07-17,Education,"This internship requires skills in Python, Accounting and relevant experience.",Flexible Hours,10
151,Internship 151,Company 151,Hyderabad,MBA,"Python, ML, UI/UX",Research,6,6524-37038,Hybrid,2025-08-26,Education,"This internship requires skills in Java, UI/UX, Marketing, Finance, JavaScript and relevant experience.",Stipend,3
152,Internship 152,Company 152,Kolkata,B.Tech,"C++, Data Analysis, SEO, Java",Healthcare,3,13143-46140,Hybrid,2025-01-22,Education,"This internship requires skills in CSS, SEO, Python and relevant experience.",Flexible Hours,3
153,Internship 153,Company 153,Bangalore,MBA,"ML, HTML, JavaScript, Communication",Operations,5,8804-24674,Hybrid,2025-11-26,AI,"This internship requires skills in Finance, Python, Java and relevant experience.",Stipend,10
154,Internship 154,Company 154,Hyderabad,M.Com,"UI/UX, CSS, Marketing",Finance,4,9980-39763,Hybrid,2025-08-12,Healthcare,"This internship requires skills in Project Management, AI, Deep Learning and relevant experience.",Stipend,2
155,Internship 155,Company 155,Bangalore,MBA,"Finance, ML",Technology,5,9699-48895,Hybrid,2025-03-07,Education,"This internship requires skills in Marketing, SQL and relevant experience.",Certificate,1
156,Internship 156,Company 156,Bangalore,PhD,"Accounting, Data Analysis",Marketing,5,10904-37654,Offline,2025-07-03,Tech,"This internship requires skills in HTML, SEO and relevant experience.",Certificate,2
157,Internship 157,Company 157,Pune,BBA,"Finance, SEO, HTML, Excel, CSS",Technology,1,13042-46000,Hybrid,2025-04-18,Healthcare,"This internship requires skills in Finance, HTML, Project Management, NLP and relevant experience.",Stipend,3
158,Internship 158,Company 158,Chennai,MBA,"UI/UX, Deep Learning",Finance,2,12063-46323,Offline,2025-04-17,Finance,"This internship requires skills in SEO, UI/UX, CSS, C++ and relevant experience.",Letter of Recommendation,6
159,Internship 159,Company 159,Hyderabad,B.Tech,"AI, Project Management, Excel",Education,1,9987-30072,Hybrid,2025-09-17,AI,"This internship requires skills in Excel, SEO, Deep Learning and relevant experience.",Certificate,3
160,Internship 160,Company 160,Delhi,BBA,"JavaScript, SQL",Technology,6,17545-47641,Offline,2025-06-09,Finance,"This internship requires skills in Deep Learning, Marketing, Java and relevant experience.",Flexible Hours,1
161,Internship 161,Company 161,Kolkata,M.Tech,"CSS, AI",Education,4,14847-31707,Hybrid,2025-05-10,Education,"This internship requires skills in UI/UX, Accounting, SQL, SEO, Project Management and relevant experience.",Networking,3
162,Internship 162,Company 162,Mumbai,B.Com,"ML, CSS, Project Management, Deep Learning",Research,4,5652-35747,Online,2025-07-15,Healthcare,"This internship requires skills in Java, JavaScript and relevant experience.",Stipend,1
163,Internship 163,Company 163,Mumbai,B.Tech,"Python, Data Analysis, Communication",E-commerce,2,17062-41498,Hybrid,2025-12-15,AI,"This internship requires skills in SQL, SEO, CSS and relevant experience.",Letter of Recommendation,1
164,Internship 164,Company 164,Delhi,BBA,"CSS, ML, JavaScript, C++, Communication",Finance,6,5385-34325,Offline,2025-02-22,Healthcare,"This internship requires skills in Marketing, Java, Python, Communication and relevant experience.",Stipend,4
165,Internship 165,Company 165,Pune,BBA,"Deep Learning, SEO, Accounting, Communication",AI,5,11298-40142,Offline,2025-05-19,Healthcare,"This internship requires skills in SQL, SEO, NLP, AI, C++ and relevant experience.",Letter of Recommendation,5
166,Internship 166,Company 166,Bangalore,BBA,"HTML, Accounting, Data Analysis, Deep Learning, Java",AI,2,17348-23009,Offline,2025-06-17,Healthcare,"This internship requires skills in C++, Python and relevant experience.",Flexible Hours,1
167,Internship 167,Company 167,Bangalore,MBA,"Communication, Finance",Finance,5,19581-49007,Hybrid,2025-04-25,Finance,"This internship requires skills in AI, ML and relevant experience.",Networking,4
168,Internship 168,Company 168,Mumbai,B.Com,"Project Management, UI/UX, Communication",Education,1,18895-35750,Hybrid,2025-03-07,Finance,"This internship requires skills in UI/UX, Deep Learning, Accounting, SEO and relevant experience.",Stipend,5
169,Internship 169,Company 169,Mumbai,BBA,"ML, UI/UX",Research,1,12401-28810,Online,2025-11-07,Marketing,"This internship requires skills in Marketing, Communication, Data Analysis and relevant experience.",Certificate,8
170,Internship 170,Company 170,Pune,BBA,"Data Analysis, HTML, Marketing, AI, Project Management",Marketing,1,11642-33375,Hybrid,2025-10-19,Marketing,"This internship requires skills in SEO, Deep Learning, Accounting and relevant experience.",Certificate,1
171,Internship 171,Company 171,Pune,B.Com,"Accounting, C++, SQL, Java, Data Analysis",Operations,1,15485-44967,Offline,2025-12-12,Healthcare,"This internship requires skills in SEO, C++, Accounting, NLP, Marketing and relevant experience.",Networking,9
172,Internship 172,Company 172,Hyderabad,B.Com,"ML, Communication",Operations,1,8731-40627,Hybrid,2025-12-27,Tech,"This internship requires skills in Java, CSS and relevant experience.",Stipend,10
173,Internship 173,Company 173,Bangalore,M.Tech,"Data Analysis, Java, Marketing, Communication",Education,6,13779-47209,Hybrid,2025-07-06,AI,"This internship requires skills in Excel, CSS, Java, Communication and relevant experience.",Flexible Hours,8
174,Internship 174,Company 174,Bangalore,M.Com,"ML, Java, NLP",Design,3,6914-31545,Online,2025-05-15,Tech,"This internship requires skills in Finance, Java, JavaScript, HTML, C++ and relevant experience.",Certificate,6
175,Internship 175,Company 175,Bangalore,BBA,"UI/UX, Project Management, Accounting, Java",Education,6,10748-35217,Online,2025-08-21,Tech,"This internship requires skills in SEO, HTML, CSS, NLP and relevant experience.",Flexible Hours,6
176,Internship 176,Company 176,Mumbai,M.Tech,"Deep Learning, Communication, Marketing, NLP, JavaScript",Marketing,2,15320-28868,Offline,2025-11-22,AI,"This internship requires skills in Data Analysis, UI/UX, SQL and relevant experience.",Letter of Recommendation,3
177,Internship 177,Company 177,Pune,B.Tech,"Data Analysis, CSS, JavaScript, Excel",Technology,3,13575-22555,Online,2025-06-16,Finance,"This internship requires skills in CSS, Excel, C++, Data Analysis, SQL and relevant experience.",Flexible Hours,3
178,Internship 178,Company 178,Hyderabad,MBA,"Marketing, Deep Learning, JavaScript, AI, Finance",Operations,3,10416-38313,Hybrid,2025-11-20,AI,"This internship requires skills in CSS, SEO, Marketing and relevant experience.",Letter of Recommendation,1
179,Internship 179,Company 179,Pune,BBA,"CSS, Finance, Marketing",Finance,4,14887-36782,Hybrid,2025-05-12,Finance,"This internship requires skills in Finance, JavaScript, UI/UX and relevant experience.",Flexible Hours,3
180,Internship 180,Company 180,Pune,M.Tech,"Java, UI/UX",Finance,4,16890-25592,Offline,2025-01-17,Marketing,"This internship requires skills in UI/UX, CSS, Java, ML, Marketing and relevant experience.",Stipend,7
181,Internship 181,Company 181,Bangalore,PhD,"Data Analysis, AI, Marketing, UI/UX",Education,4,8686-27558,Hybrid,2025-12-03,Marketing,"This internship requires skills in Project Management, Excel and relevant experience.",Letter of Recommendation,2
182,Internship 182,Company 182,Hyderabad,PhD,"Project Management, Communication, HTML, CSS",E-commerce,6,17205-39384,Offline,2025-09-05,Marketing,"This internship requires skills in Marketing, CSS, SQL, HTML and relevant experience.",Stipend,4
183,Internship 183,Company 183,Hyderabad,PhD,"Java, C++, Data Analysis",Operations,5,8772-37491,Offline,2025-10-26,Marketing,"This internship requires skills in SQL, HTML and relevant experience.",Flexible Hours,10
184,Internship 184,Company 184,Chennai,M.Com,"UI/UX, Finance, Marketing, SQL, Data Analysis",E-commerce,3,11810-20090,Online,2025-05-21,Marketing,"This internship requires skills in Excel, UI/UX, SEO, Communication and relevant experience.",Networking,8
185,Internship 185,Company 185,Chennai,M.Com,"Deep Learning, SEO, Accounting, SQL, Marketing",Technology,5,8288-33238,Offline,2025-06-05,Marketing,"This internship requires skills in SEO, AI, ML, NLP, Excel and relevant experience.",Networking,2
186,Internship 186,Company 186,Hyderabad,B.Com,"Deep Learning, Marketing",Research,6,9919-28014,Offline,2025-01-07,Education,"This internship requires skills in ML, Java, NLP, C++, Python and relevant experience.",Flexible Hours,10
187,Internship 187,Company 187,Kolkata,B.Com,"NLP, ML, Accounting, CSS, Python",Marketing,3,9444-29899,Offline,2025-08-14,Education,"This internship requires skills in Java, AI and relevant experience.",Networking,7
188,Internship 188,Company 188,Pune,M.Com,"AI, C++, HTML",Design,6,15181-24851,Hybrid,2025-05-02,Education,"This internship requires skills in ML, Finance, Communication, C++, CSS and relevant experience.",Stipend,10
189,Internship 189,Company 189,Mumbai,B.Tech,"Communication, Deep Learning, Excel, SEO",Technology,6,18694-27106,Hybrid,2025-01-14,Education,"This internship requires skills in Communication, Excel, JavaScript, Finance, C++ and relevant experience.",Stipend,7
190,Internship 190,Company 190,Mumbai,M.Tech,"UI/UX, ML, Accounting, AI, Java",Education,5,5829-39617,Offline,2025-12-28,Finance,"This internship requires skills in ML, C++, Excel, Data Analysis, Python and relevant experience.",Flexible Hours,10
191,Internship 191,Company 191,Bangalore,BBA,"CSS, Finance, Accounting",Operations,6,14438-44156,Online,2025-02-17,Finance,"This internship requires skills in Data Analysis, AI, C++ and relevant experience.",Networking,10
192,Internship 192,Company 192,Chennai,MBA,"C++, SEO, SQL",Finance,3,9616-48658,Offline,2025-04-28,Healthcare,"This internship requires skills in Data Analysis, Finance and relevant experience.",Flexible Hours,4
193,Internship 193,Company 193,Hyderabad,M.Com,"Data Analysis, Accounting, SEO",Healthcare,5,9666-35892,Online,2025-07-13,Marketing,"This internship requires skills in UI/UX, NLP, Project Management, Accounting and relevant experience.",Letter of Recommendation,2
194,Internship 194,Company 194,Pune,M.Tech,"Accounting, SEO, HTML, UI/UX",Technology,1,9465-37622,Hybrid,2025-07-02,Finance,"This internship requires skills in SEO, NLP and relevant experience.",Flexible Hours,9
195,Internship 195,Company 195,Hyderabad,M.Tech,"HTML, CSS, Marketing, UI/UX",AI,5,18696-25245,Online,2025-08-01,Marketing,"This internship requires skills in Python, AI and relevant experience.",Networking,6
